order_delivered_customer_date,order_approved_at,order_estimated_delivery_date,order_status
"2018-03-10 01:05:13","2018-03-07 16:55:42","2018-03-20 01:00:00",delivered
"2018-08-22 21:29:04","2018-08-20 19:50:28","2018-08-24 02:00:00",delivered
"2018-02-22 18:14:00","2018-02-09 15:15:48","2018-03-06 01:00:00",delivered
"2018-08-11 00:12:19","2018-08-03 16:35:14","2018-08-16 02:00:00",delivered
"2018-01-27 15:27:59","2018-01-02 20:32:22","2018-02-05 01:00:00",delivered
"2018-05-03 15:03:03","2018-04-19 10:15:16","2018-05-18 02:00:00",delivered
"2018-01-23 18:41:57","2018-01-05 12:15:29","2018-02-14 01:00:00",delivered
"2018-05-21 22:32:38","2018-05-15 06:35:02","2018-06-04 02:00:00",delivered
"2017-12-08 18:02:43","2017-11-26 14:14:18","2017-12-20 01:00:00",delivered
"2018-07-07 19:37:38","2018-06-26 13:18:28","2018-07-26 02:00:00",delivered
"2017-12-18 23:29:05","2017-12-01 21:50:55","2018-01-03 01:00:00",delivered
"2017-06-09 10:26:30","2017-05-26 20:45:10","2017-06-28 02:00:00",delivered
"2017-08-18 23:09:45","2017-08-10 00:03:51","2017-09-04 02:00:00",delivered
"2018-08-15 02:27:44","2018-08-10 01:05:11","2018-08-20 02:00:00",delivered
"2018-04-04 21:47:44","2018-04-02 19:55:24","2018-04-12 02:00:00",delivered
"2017-05-09 11:03:57","2017-04-21 07:22:15","2017-05-25 02:00:00",delivered
"2017-08-25 19:45:17","2017-08-17 20:05:30","2017-09-13 02:00:00",delivered
"2018-08-28 00:53:39","2018-08-16 12:50:16","2018-09-21 02:00:00",delivered
"2018-07-11 00:12:13","2018-07-02 22:50:21","2018-07-26 02:00:00",delivered
"2018-03-29 00:04:44","2018-02-22 22:28:02","2018-03-19 01:00:00",delivered
"2018-08-31 03:13:33","2018-08-24 21:15:11","2018-09-12 02:00:00",delivered
"2018-08-21 00:57:43","2018-08-13 12:10:18","2018-08-28 02:00:00",delivered
"2018-03-07 19:31:53","2018-02-25 15:28:09","2018-03-28 02:00:00",delivered
"2018-07-13 22:56:37","2018-07-11 19:35:21","2018-07-23 02:00:00",delivered
"2018-08-06 19:36:34","2018-07-31 19:30:58","2018-08-14 02:00:00",delivered
"2017-10-25 22:21:43","2017-10-11 19:46:20","2017-11-08 01:00:00",delivered
"2018-05-21 17:38:36","2018-05-09 19:36:11","2018-05-29 02:00:00",delivered
"2017-12-12 01:35:02","2017-11-25 17:34:24","2017-12-21 01:00:00",delivered
"2018-07-30 18:56:35","2018-07-24 15:24:34","2018-08-08 02:00:00",delivered
"2017-05-19 17:55:47","2017-05-08 15:05:31","2017-05-19 02:00:00",delivered
"2018-04-10 01:52:06","2018-03-30 00:55:21","2018-04-25 02:00:00",delivered
"2018-05-20 20:19:35","2018-04-24 19:34:43","2018-05-24 02:00:00",delivered
"2018-07-30 20:05:46","2018-07-23 13:32:12","2018-08-14 02:00:00",delivered
"2018-08-21 16:06:44","2018-08-14 20:23:55","2018-08-30 02:00:00",delivered
"2018-01-12 11:46:56","2017-12-21 03:11:17","2018-01-17 01:00:00",delivered
"2017-10-28 15:03:21","2017-10-26 05:09:00","2017-11-07 01:00:00",delivered
"2017-08-14 17:07:37","2017-08-01 17:15:19","2017-09-01 02:00:00",delivered
"2018-07-16 15:11:06","2018-07-10 10:45:18","2018-07-27 02:00:00",delivered
"2017-11-01 20:18:41","2017-10-26 04:56:19","2017-11-14 01:00:00",delivered
"2018-06-22 17:48:47","2018-06-13 04:36:32","2018-07-05 02:00:00",delivered
"2017-11-16 17:52:00","2017-11-09 22:31:38","2017-11-29 01:00:00",delivered
"2017-03-02 10:23:07","2017-02-23 09:15:17","2017-04-03 02:00:00",delivered
"2017-06-26 17:58:13","2017-06-17 15:25:13","2017-07-11 02:00:00",delivered
"2017-06-12 15:28:32","2017-05-29 15:05:34","2017-06-29 02:00:00",delivered
"2018-06-04 19:16:36","2018-05-25 10:14:40","2018-07-05 02:00:00",delivered
"2018-06-05 22:32:10","2018-06-03 23:30:06","2018-06-28 02:00:00",delivered
"2018-05-23 22:31:55","2018-05-16 05:15:21","2018-06-14 02:00:00",delivered
"2018-02-17 10:32:39","2018-01-29 14:57:11","2018-02-22 01:00:00",delivered
"2017-12-03 16:36:44","2017-11-24 02:49:32","2017-12-15 01:00:00",delivered
"2016-10-16 16:36:00","2016-10-06 04:46:24","2016-12-07 01:00:00",delivered
"2018-03-18 17:21:49","2018-03-08 18:40:32","2018-03-28 02:00:00",delivered
"2017-04-06 12:35:15","2017-03-22 18:25:28","2017-04-25 02:00:00",delivered
"2017-11-14 19:05:15","2017-11-07 04:31:21","2017-11-17 01:00:00",delivered
"2017-06-08 09:53:42","2017-05-20 13:35:41","2017-06-16 02:00:00",delivered
"2017-12-23 17:21:44","2017-12-16 14:58:23","2018-01-05 01:00:00",delivered
"2018-04-23 16:44:35","2018-04-18 15:31:41","2018-06-04 02:00:00",delivered
"2018-04-24 18:10:44","2018-03-31 12:07:45","2018-04-24 02:00:00",delivered
"2018-07-09 20:21:32","2018-06-23 21:39:10","2018-07-24 02:00:00",delivered
"2018-08-14 20:11:36","2018-08-06 11:44:23","2018-08-22 02:00:00",delivered
"2017-06-12 19:38:13","2017-06-02 16:42:50","2017-07-05 02:00:00",delivered
"2017-11-20 19:36:52","2017-11-07 00:31:52","2017-11-29 01:00:00",delivered
"2018-07-06 18:37:36","2018-06-28 04:15:51","2018-07-26 02:00:00",delivered
"2017-05-08 13:10:26","2017-04-15 00:15:13","2017-05-18 02:00:00",delivered
"2018-04-09 23:53:23","2018-03-26 13:15:38","2018-04-27 02:00:00",delivered
"2017-12-19 02:15:07","2017-12-04 20:04:48","2018-01-04 01:00:00",delivered
"2018-06-22 19:46:42","2018-06-14 01:18:38","2018-07-11 02:00:00",delivered
"2018-02-03 16:05:56","2018-02-02 17:00:16","2018-02-20 01:00:00",delivered
"2017-08-21 23:00:03","2017-08-12 04:45:50","2017-09-01 02:00:00",delivered
"2017-09-17 17:31:51","2017-09-07 04:44:03","2017-09-25 02:00:00",delivered
"2017-12-14 20:42:26","2017-12-07 21:51:19","2018-01-05 01:00:00",delivered
"2017-11-24 21:32:37","2017-11-22 03:58:38","2017-12-07 01:00:00",delivered
"2017-12-27 00:15:01","2017-12-09 02:30:50","2018-01-12 01:00:00",delivered
"2017-05-23 15:12:27","2017-05-10 16:15:14","2017-05-18 02:00:00",delivered
"2017-12-10 18:53:31","2017-11-30 14:56:28","2017-12-22 01:00:00",delivered
"2018-03-29 19:32:05","2018-03-19 23:08:28","2018-03-29 02:00:00",delivered
"2018-03-23 00:44:33","2018-03-04 17:10:35","2018-03-23 01:00:00",delivered
"2018-07-11 16:18:51","2018-07-02 16:10:56","2018-07-23 02:00:00",delivered
"2017-05-08 12:52:06","2017-04-06 15:55:17","2017-05-04 02:00:00",delivered
"2018-08-22 19:09:01","2018-08-12 14:24:22","2018-08-30 02:00:00",delivered
"2017-07-26 22:32:17","2017-07-16 12:15:15","2017-08-04 02:00:00",delivered
"2018-08-07 16:17:49","2018-07-30 20:31:17","2018-08-16 02:00:00",delivered
"2017-10-27 22:48:58","2017-10-18 18:56:50","2017-11-06 01:00:00",delivered
"2017-09-06 22:56:55","2017-08-29 00:55:20","2017-09-18 02:00:00",delivered
"2018-01-10 15:26:57","2017-12-21 21:30:28","2018-01-17 01:00:00",delivered
"2017-12-04 21:33:19","2017-11-29 14:37:08","2017-12-14 01:00:00",delivered
"2018-07-28 02:05:39","2018-07-28 01:31:09","2018-08-06 02:00:00",delivered
"2018-05-14 21:05:08","2018-05-08 22:32:08","2018-06-12 02:00:00",delivered
"2017-12-08 18:29:17","2017-11-18 12:47:19","2017-12-18 01:00:00",delivered
"2017-05-16 11:42:08","2017-05-11 11:25:21","2017-05-31 02:00:00",delivered
"2018-01-10 19:10:04","2017-12-27 20:29:30","2018-01-26 01:00:00",delivered
"2018-01-11 14:51:51","2018-01-09 12:29:43","2018-01-23 01:00:00",delivered
"2018-06-28 20:22:32","2018-06-23 20:35:22","2018-07-25 02:00:00",delivered
"2018-07-11 17:08:35","2018-07-05 18:40:52","2018-07-30 02:00:00",delivered
"2017-06-22 19:44:53","2017-06-08 23:30:18","2017-07-10 02:00:00",delivered
"2017-10-25 19:07:07","2017-10-17 20:35:10","2017-11-03 01:00:00",delivered
"2017-09-16 00:36:27","2017-09-08 15:50:16","2017-10-02 02:00:00",delivered
"2017-07-21 19:15:29","2017-07-17 11:43:06","2017-08-14 02:00:00",delivered
"2018-05-12 00:08:57","2018-05-07 23:14:16","2018-05-29 02:00:00",delivered
"2018-08-10 18:57:43","2018-08-01 19:24:06","2018-08-23 02:00:00",delivered
"2018-08-28 17:58:50","2018-08-21 12:51:49","2018-09-18 02:00:00",delivered
"2018-05-16 21:08:52","2018-05-05 23:35:18","2018-05-24 02:00:00",delivered
"2018-03-18 19:26:36","2018-03-08 17:31:43","2018-03-20 01:00:00",delivered
"2018-06-25 17:26:32","2018-06-11 15:33:26","2018-07-13 02:00:00",delivered
"2017-06-19 20:06:01","2017-06-15 05:03:40","2017-07-04 02:00:00",delivered
"2017-08-17 20:23:07","2017-08-05 00:04:53","2017-09-01 02:00:00",delivered
"2017-10-30 21:54:05","2017-10-06 20:35:26","2017-11-06 01:00:00",delivered
"2018-06-01 21:41:03","2018-05-19 14:31:36","2018-06-12 02:00:00",delivered
"2017-08-16 19:04:55","2017-08-05 22:05:53","2017-08-29 02:00:00",delivered
"2017-11-13 18:38:40","2017-10-31 11:10:24","2017-11-14 01:00:00",delivered
"2017-09-19 21:54:09","2017-09-12 06:30:15","2017-10-09 02:00:00",delivered
"2018-03-18 18:17:03","2018-03-07 18:20:24","2018-04-04 02:00:00",delivered
"2018-01-23 17:32:29","2018-01-13 16:51:33","2018-02-08 01:00:00",delivered
"2018-06-24 19:41:36","2018-06-19 02:54:46","2018-07-11 02:00:00",delivered
"2018-05-14 14:28:56","2018-03-16 12:49:14","2018-04-11 02:00:00",delivered
"2017-10-26 21:09:48","2017-10-14 05:46:18","2017-11-01 01:00:00",delivered
"2018-08-15 22:38:36","2018-08-07 00:45:09","2018-08-27 02:00:00",delivered
"2018-06-21 19:48:49","2018-06-16 20:57:30","2018-06-29 02:00:00",delivered
"2017-05-24 14:59:33","2017-04-29 22:22:41","2017-06-27 02:00:00",delivered
"2018-03-12 13:53:26","2018-02-17 11:49:50","2018-03-22 01:00:00",delivered
"2018-08-10 22:34:56","2018-08-01 20:31:26","2018-08-24 02:00:00",delivered
"2018-04-12 23:04:01","2018-03-05 00:15:32","2018-03-28 02:00:00",delivered
"2018-04-12 13:36:51","2018-02-23 03:31:22","2018-03-27 02:00:00",delivered
"2017-10-23 21:23:48","2017-10-11 01:09:18","2017-10-31 01:00:00",delivered
"2018-03-08 12:15:57","2018-01-26 14:52:07","2018-02-21 01:00:00",delivered
"2017-02-10 19:43:38","2017-01-28 05:34:44","2017-03-09 01:00:00",delivered
"2017-10-03 20:24:04","2017-09-18 03:15:10","2017-10-04 02:00:00",delivered
"2017-04-11 18:18:08","2017-04-04 01:22:45","2017-05-05 02:00:00",delivered
"2018-06-20 20:52:50","2018-06-04 11:11:43","2018-07-11 02:00:00",delivered
"2017-09-19 16:42:16","2017-09-15 04:25:56","2017-10-02 02:00:00",delivered
"2017-03-10 14:06:28","2017-02-17 18:50:12","2017-03-24 01:00:00",delivered
"2018-03-06 17:59:05","2018-02-05 18:50:41","2018-03-02 01:00:00",delivered
"2017-02-14 15:03:35","2017-01-25 17:02:29","2017-03-23 01:00:00",delivered
"2017-05-09 13:17:09","2017-04-27 16:30:17","2017-06-08 02:00:00",delivered
"2018-07-02 19:19:07","2018-06-16 00:20:30","2018-07-17 02:00:00",delivered
"2017-12-22 18:37:06","2017-12-07 04:12:20","2018-01-08 01:00:00",delivered
"2017-01-30 12:21:56","2017-01-14 16:50:20","2017-02-20 01:00:00",delivered
"2018-08-11 17:54:34","2018-08-01 18:50:14","2018-08-20 02:00:00",delivered
"2018-05-24 02:35:33","2018-05-20 12:58:35","2018-06-04 02:00:00",delivered
"2018-07-06 18:50:48","2018-07-01 23:29:50","2018-07-30 02:00:00",delivered
"2017-06-02 20:03:04","2017-05-23 06:05:23","2017-06-14 02:00:00",delivered
"2018-04-03 00:17:31","2018-03-14 13:00:25","2018-04-03 02:00:00",delivered
"2017-11-14 02:32:39","2017-11-02 03:16:10","2017-12-01 01:00:00",delivered
"2017-10-18 22:27:31","2017-10-04 20:28:17","2017-11-01 01:00:00",delivered
"2018-01-23 22:45:13","2018-01-17 11:10:03","2018-02-01 01:00:00",delivered
"2018-07-26 02:26:49","2018-07-20 14:03:54","2018-07-30 02:00:00",delivered
"2017-12-27 18:42:05","2017-12-14 11:14:22","2018-01-09 01:00:00",delivered
"2018-06-25 15:11:20","2018-06-19 15:57:28","2018-07-19 02:00:00",delivered
"2018-04-12 19:12:13","2018-04-02 15:10:21","2018-04-23 02:00:00",delivered
"2018-07-07 16:41:18","2018-07-05 18:33:06","2018-07-23 02:00:00",delivered
"2017-05-09 14:49:59","2017-04-13 19:42:10","2017-05-10 02:00:00",delivered
"2018-07-27 20:55:57","2018-07-30 01:30:52","2018-08-06 02:00:00",delivered
"2017-07-17 21:02:35","2017-07-05 19:42:57","2017-07-31 02:00:00",delivered
"2018-05-09 21:50:37","2018-05-01 05:15:02","2018-05-15 02:00:00",delivered
"2017-05-10 13:34:12","2017-05-03 16:42:38","2017-06-05 02:00:00",delivered
"2018-06-01 16:46:48","2018-05-26 00:32:39","2018-06-19 02:00:00",delivered
"2017-10-24 22:17:44","2017-10-12 15:49:22","2017-11-06 01:00:00",delivered
"2017-03-27 16:12:27","2017-03-13 12:36:11","2017-04-12 02:00:00",delivered
"2017-12-21 15:22:54","2017-11-21 10:50:30","2017-12-12 01:00:00",delivered
"2017-12-14 01:37:09","2017-11-26 16:56:24","2018-01-02 01:00:00",delivered
"2018-06-12 18:32:33","2018-06-01 17:52:33","2018-07-12 02:00:00",delivered
"2017-12-30 02:39:04","2017-12-23 16:58:25","2018-01-23 01:00:00",delivered
"2017-12-14 16:08:57","2017-12-01 12:32:19","2017-12-26 01:00:00",delivered
"2017-12-11 23:47:16","2017-12-03 21:31:44","2017-12-20 01:00:00",delivered
"2017-10-10 01:02:53","2017-10-04 13:49:17","2017-10-31 01:00:00",delivered
"2018-08-28 01:05:55","2018-08-21 22:50:15","2018-08-31 02:00:00",delivered
"2017-12-01 19:06:48","2017-11-02 16:10:35","2017-11-27 01:00:00",delivered
"2017-06-30 17:27:34","2017-06-23 13:35:14","2017-07-17 02:00:00",delivered
"2018-05-22 01:56:39","2018-05-11 05:50:29","2018-05-29 02:00:00",delivered
"2017-03-01 12:37:25","2017-02-14 05:03:44","2017-03-14 01:00:00",delivered
"2017-09-19 22:12:37","2017-09-13 22:44:14","2017-09-29 02:00:00",delivered
"2018-04-13 21:04:19","2018-04-11 17:12:22","2018-04-27 02:00:00",delivered
"2017-03-30 16:43:16","2017-03-20 00:15:51","2017-04-10 02:00:00",delivered
"2017-11-21 19:23:02","2017-11-07 08:30:43","2017-11-29 01:00:00",delivered
"2017-12-11 16:28:55","2017-11-27 20:58:22","2017-12-15 01:00:00",delivered
"2018-07-24 17:08:39","2018-07-18 18:30:32","2018-08-06 02:00:00",delivered
"2018-05-14 22:31:36","2018-05-06 12:53:01","2018-06-04 02:00:00",delivered
"2017-11-25 14:51:57","2017-11-11 13:26:49","2017-12-11 01:00:00",delivered
"2017-03-21 11:35:41","2017-02-22 07:50:09","2017-03-17 01:00:00",delivered
"2018-03-14 19:48:51","2018-03-07 19:10:15","2018-03-23 01:00:00",delivered
"2018-06-27 14:58:33","2018-06-26 07:37:09","2018-07-05 02:00:00",delivered
"2018-08-18 13:48:58","2018-08-07 08:45:09","2018-08-30 02:00:00",delivered
"2017-08-15 16:43:59","2017-08-04 13:03:38","2017-08-28 02:00:00",delivered
"2018-05-09 19:08:50","2018-05-04 13:35:10","2018-05-22 02:00:00",delivered
"2017-12-06 20:04:52","2017-12-02 09:59:42","2017-12-27 01:00:00",delivered
"2018-01-09 18:09:16","2018-01-02 00:26:49","2018-01-24 01:00:00",delivered
"2017-09-25 22:56:56","2017-09-03 17:30:14","2017-10-10 02:00:00",delivered
"2018-02-24 18:38:49","2018-02-03 01:32:52","2018-03-07 01:00:00",delivered
"2018-07-13 19:45:33","2018-07-12 06:06:09","2018-07-20 02:00:00",delivered
"2017-02-17 18:06:01","2017-02-09 03:43:09","2017-03-02 01:00:00",delivered
"2017-04-07 17:32:47","2017-03-23 14:05:42","2017-04-20 02:00:00",delivered
"2018-08-07 16:21:45","2018-07-31 05:55:21","2018-08-24 02:00:00",delivered
"2018-02-28 21:07:13","2018-02-09 16:54:33","2018-03-09 01:00:00",delivered
"2018-05-18 18:03:07","2018-05-04 22:30:24","2018-05-25 02:00:00",delivered
"2017-12-21 22:17:03","2017-11-26 13:34:38","2017-12-27 01:00:00",delivered
"2018-03-11 20:28:52","2018-02-15 16:27:08","2018-03-07 01:00:00",delivered
"2017-09-12 21:43:56","2017-08-31 07:44:41","2017-09-13 02:00:00",delivered
"2017-02-24 11:37:39","2017-02-11 12:05:19","2017-03-17 01:00:00",delivered
"2017-05-24 15:25:09","2017-05-10 04:42:28","2017-05-29 02:00:00",delivered
"2018-08-30 02:36:25","2018-08-28 06:04:08","2018-08-31 02:00:00",delivered
"2017-02-20 18:08:04","2017-02-06 16:55:38","2017-03-03 01:00:00",delivered
"2018-01-23 22:25:49","2018-01-16 11:12:20","2018-02-14 01:00:00",delivered
"2018-05-21 20:08:30","2018-05-18 15:06:52","2018-05-28 02:00:00",delivered
"2018-01-26 19:59:01","2018-01-22 20:36:36","2018-02-14 01:00:00",delivered
"2018-01-09 17:32:21","2017-11-29 14:12:28","2017-12-27 01:00:00",delivered
"2018-01-05 21:32:44","2017-12-27 05:08:40","2018-02-05 01:00:00",delivered
"2017-12-14 23:57:41","2017-12-12 22:11:32","2017-12-29 01:00:00",delivered
"2018-08-09 23:05:48","2018-08-04 11:45:18","2018-08-16 02:00:00",delivered
"2018-03-02 22:51:59","2018-02-24 10:47:40","2018-03-27 02:00:00",delivered
"2018-08-14 20:06:37","2018-08-05 13:15:13","2018-08-15 02:00:00",delivered
"2017-12-05 20:23:37","2017-11-26 12:54:51","2017-12-15 01:00:00",delivered
"2018-04-14 21:18:26","2018-03-23 12:55:34","2018-04-16 02:00:00",delivered
"2018-06-03 15:06:33","2018-05-19 04:58:58","2018-06-07 02:00:00",delivered
"2017-12-19 12:59:06","2017-12-11 18:11:20","2018-01-18 01:00:00",delivered
"2018-05-23 19:51:15","2018-05-02 17:58:53","2018-05-16 02:00:00",delivered
"2018-02-23 00:49:20","2018-01-25 20:53:22","2018-02-20 01:00:00",delivered
"2018-04-05 19:12:42","2018-03-02 03:10:25","2018-04-02 02:00:00",delivered
"2017-11-29 11:41:33","2017-11-17 00:50:57","2017-12-13 01:00:00",delivered
"2018-02-09 01:44:50","2018-01-04 14:29:16","2018-02-02 01:00:00",delivered
"2018-08-07 00:28:21","2018-08-01 15:44:25","2018-08-17 02:00:00",delivered
"2017-10-21 17:01:19","2017-10-17 19:14:35","2017-10-27 02:00:00",delivered
"2017-11-23 23:58:27","2017-11-16 17:35:33","2017-11-29 01:00:00",delivered
"2018-01-23 22:51:48","2018-01-18 13:56:40","2018-02-09 01:00:00",delivered
"2017-09-20 21:27:41","2017-09-09 07:04:40","2017-10-03 02:00:00",delivered
"2018-08-04 20:26:54","2018-07-30 21:31:59","2018-08-10 02:00:00",delivered
"2017-05-09 18:43:57","2017-04-27 15:15:50","2017-05-16 02:00:00",delivered
"2018-05-04 00:41:04","2018-04-26 12:35:18","2018-06-06 02:00:00",delivered
"2018-04-16 18:24:45","2018-03-01 21:49:07","2018-03-27 02:00:00",delivered
"2018-08-29 03:41:41","2018-08-17 05:10:22","2018-08-22 02:00:00",delivered
"2018-01-31 19:51:53","2018-01-25 09:56:56","2018-02-09 01:00:00",delivered
"2017-09-01 22:41:04","2017-08-16 10:10:14","2017-09-08 02:00:00",delivered
"2018-05-28 18:38:45","2018-05-22 11:36:26","2018-06-13 02:00:00",delivered
"2018-05-17 23:52:12","2018-05-12 02:31:55","2018-06-04 02:00:00",delivered
"2018-01-13 00:18:59","2018-01-04 06:16:06","2018-01-26 01:00:00",delivered
"2017-09-06 16:43:50","2017-09-02 04:45:40","2017-09-13 02:00:00",delivered
"2017-07-25 23:54:23","2017-07-12 21:03:33","2017-08-14 02:00:00",delivered
"2018-06-16 12:12:15","2018-06-14 20:58:12","2018-06-29 02:00:00",delivered
"2018-04-11 14:53:50","2018-03-09 20:08:26","2018-04-04 02:00:00",delivered
"2017-05-15 21:27:34","2017-05-09 18:35:23","2017-06-12 02:00:00",delivered
"2017-11-27 22:59:13","2017-11-17 05:06:21","2017-12-08 01:00:00",delivered
"2017-07-10 15:48:36","2017-06-30 01:23:28","2017-07-19 02:00:00",delivered
"2017-09-12 22:52:38","2017-08-26 12:35:17","2017-09-27 02:00:00",delivered
"2018-01-24 21:18:57","2018-01-15 01:29:16","2018-02-19 01:00:00",delivered
"2018-06-09 22:03:11","2018-06-06 04:53:58","2018-06-21 02:00:00",delivered
"2017-03-14 08:24:12","2017-03-07 05:05:14","2017-03-23 01:00:00",delivered
"2017-07-10 21:07:41","2017-07-05 19:36:19","2017-07-18 02:00:00",delivered
"2017-06-01 18:15:31","2017-05-19 16:25:24","2017-06-12 02:00:00",delivered
"2018-05-04 23:18:36","2018-04-26 00:10:25","2018-05-15 02:00:00",delivered
"2017-10-03 23:13:43","2017-09-15 04:24:49","2017-10-16 02:00:00",delivered
"2017-11-30 23:04:00","2017-11-20 12:56:31","2017-12-08 01:00:00",delivered
"2018-02-01 01:08:55","2018-01-19 19:20:43","2018-02-14 01:00:00",delivered
"2018-05-24 02:31:18","2018-05-07 18:52:39","2018-06-07 02:00:00",delivered
"2018-06-13 20:22:44","2018-05-31 12:30:46","2018-07-11 02:00:00",delivered
"2017-08-04 23:04:49","2017-07-31 23:15:09","2017-08-25 02:00:00",delivered
"2018-06-15 21:14:38","2018-06-01 19:53:11","2018-07-05 02:00:00",delivered
"2018-07-23 19:48:39","2018-07-13 00:25:13","2018-07-27 02:00:00",delivered
"2017-12-20 20:05:03","2017-12-12 04:49:32","2018-01-09 01:00:00",delivered
"2017-12-27 21:41:46","2017-12-11 00:49:19","2018-01-16 01:00:00",delivered
"2017-07-28 20:15:51","2017-07-24 18:25:13","2017-08-15 02:00:00",delivered
"2017-08-07 22:32:51","2017-07-28 01:45:05","2017-08-22 02:00:00",delivered
"2018-04-23 17:32:11","2018-04-19 22:51:20","2018-05-08 02:00:00",delivered
"2017-12-22 18:17:53","2017-11-29 03:18:46","2017-12-26 01:00:00",delivered
"2018-07-23 19:54:34","2018-06-28 12:50:22","2018-08-03 02:00:00",delivered
"2017-10-27 23:44:26","2017-10-16 20:45:47","2017-11-10 01:00:00",delivered
"2018-02-05 20:53:12","2018-01-23 11:29:22","2018-03-01 01:00:00",delivered
"2018-08-27 16:11:55","2018-08-20 18:50:16","2018-08-28 02:00:00",delivered
"2018-05-30 17:48:56","2018-05-28 01:49:24","2018-06-20 02:00:00",delivered
"2017-09-27 18:32:39","2017-09-22 00:50:07","2017-10-17 02:00:00",delivered
"2018-05-16 19:19:18","2018-05-05 02:13:52","2018-06-12 02:00:00",delivered
"2018-01-09 01:45:19","2017-12-20 15:31:37","2018-01-24 01:00:00",delivered
"2018-05-19 00:46:45","2018-05-14 01:11:49","2018-06-01 02:00:00",delivered
"2018-02-27 19:28:43","2018-02-16 10:35:28","2018-03-15 01:00:00",delivered
"2018-01-02 20:43:30","2017-12-12 04:36:30","2018-01-12 01:00:00",delivered
"2017-12-13 13:57:23","2017-12-12 01:05:01","2017-12-28 01:00:00",delivered
"2017-03-15 17:15:42","2017-03-10 12:45:28","2017-03-29 02:00:00",delivered
"2017-11-13 23:33:12","2017-10-28 23:46:29","2017-11-22 01:00:00",delivered
"2018-03-05 21:29:54","2018-02-22 16:27:34","2018-03-14 01:00:00",delivered
"2017-08-01 23:10:36","2017-07-05 08:44:25","2017-08-04 02:00:00",delivered
"2018-05-05 00:19:10","2018-04-25 06:11:10","2018-05-17 02:00:00",delivered
"2018-08-24 16:58:37","2018-08-16 16:05:13","2018-09-04 02:00:00",delivered
"2017-09-19 18:58:58","2017-08-28 22:44:52","2017-09-28 02:00:00",delivered
"2018-07-03 06:42:39","2018-06-27 18:29:31","2018-07-19 02:00:00",delivered
"2017-10-23 22:54:05","2017-10-17 19:46:49","2017-11-06 01:00:00",delivered
"2018-01-22 16:25:33","2018-01-06 22:49:26","2018-02-07 01:00:00",delivered
"2018-03-05 20:08:17","2018-02-15 13:15:32","2018-03-09 01:00:00",delivered
"2017-10-31 21:22:51","2017-10-26 22:46:38","2017-11-14 01:00:00",delivered
"2018-03-09 21:13:22","2018-03-06 04:55:59","2018-03-15 01:00:00",delivered
"2018-06-30 15:50:47","2018-06-26 07:12:58","2018-07-23 02:00:00",delivered
"2017-10-27 23:23:49","2017-10-22 16:49:15","2017-11-10 01:00:00",delivered
"2017-10-18 21:32:17","2017-09-20 13:50:10","2017-10-19 02:00:00",delivered
"2018-08-07 21:32:24","2018-07-31 22:55:33","2018-08-20 02:00:00",delivered
"2018-04-17 19:37:54","2018-03-11 01:00:30","2018-04-02 02:00:00",delivered
"2018-07-25 16:08:33","2018-07-20 14:43:35","2018-08-01 02:00:00",delivered
"2017-10-10 23:27:50","2017-10-05 01:35:24","2017-10-30 01:00:00",delivered
"2018-02-02 20:24:24","2018-01-22 14:53:51","2018-02-14 01:00:00",delivered
"2018-08-06 18:12:24","2018-08-01 23:45:18","2018-08-20 02:00:00",delivered
"2017-03-28 15:20:16","2017-03-06 22:25:18","2017-03-30 02:00:00",delivered
"2017-07-13 22:27:55","2017-07-08 19:45:18","2017-07-28 02:00:00",delivered
"2017-05-24 00:13:35","2017-05-11 23:45:17","2017-06-01 02:00:00",delivered
"2018-01-29 22:49:43","2018-01-22 16:38:22","2018-02-14 01:00:00",delivered
"2018-03-21 21:32:39","2018-03-10 22:40:32","2018-03-28 02:00:00",delivered
"2018-08-10 21:12:18","2018-08-09 05:45:13","2018-08-15 02:00:00",delivered
"2017-12-29 14:17:54","2017-12-27 21:35:30","2018-01-16 01:00:00",delivered
"2017-04-20 19:38:07","2017-04-16 03:05:16","2017-05-08 02:00:00",delivered
"2018-04-25 20:11:42","2018-04-17 07:50:27","2018-05-09 02:00:00",delivered
"2017-09-24 13:29:16","2017-09-11 17:50:47","2017-10-09 02:00:00",delivered
"2017-03-11 09:32:59","2017-02-25 15:50:18","2017-03-28 02:00:00",delivered
"2018-06-09 02:14:23","2018-05-19 04:59:02","2018-06-13 02:00:00",delivered
"2017-10-22 16:16:51","2017-09-16 11:35:12","2017-10-09 02:00:00",delivered
"2018-03-23 15:34:43","2018-02-28 10:56:35","2018-04-04 02:00:00",delivered
"2017-04-04 19:18:03","2017-03-25 03:32:36","2017-04-24 02:00:00",delivered
"2018-06-26 21:14:58","2018-06-15 22:41:15","2018-07-17 02:00:00",delivered
"2017-06-19 22:13:30","2017-06-02 22:05:12","2017-06-23 02:00:00",delivered
"2018-07-27 18:18:46","2018-07-13 21:45:10","2018-07-30 02:00:00",delivered
"2018-05-02 22:24:30","2018-04-30 13:35:38","2018-05-09 02:00:00",delivered
"2017-03-16 14:35:37","2017-03-08 20:55:23","2017-03-27 02:00:00",delivered
"2018-05-14 18:39:50","2018-05-08 06:54:49","2018-05-22 02:00:00",delivered
"2017-05-15 14:47:31","2017-05-03 16:45:23","2017-05-25 02:00:00",delivered
